sxx,syy,szz,sxy,sxz,syz,smises
-2.923753714825119698e-01,-6.853634178378742448e-01,-6.162182879213918829e-01,-6.514641878333578273e-02,1.105390407834119793e-01,-2.260913443701811562e-02,4.277496635913848877e-01
-2.521553083570070575e-01,-6.445590982857765106e-01,-6.932392476752078370e-01,-1.031458820947848964e-02,6.245481005746469222e-02,5.531597343055196306e-03,4.330883920192718506e-01
-3.465504178305250926e-01,-6.335186782608471789e-01,-6.302471859185534431e-01,-5.049485436376865456e-03,6.912698425615035336e-02,1.929707677116944669e-03,3.095899820327758789e-01
-2.410507954734931180e-01,-7.356246686532890156e-01,-6.646971725068525627e-01,-6.249605284754069373e-02,9.495166659372579476e-02,5.045327208816763331e-02,5.108389854431152344e-01
-3.743601459705445111e-01,-6.467662018116049349e-01,-5.679262046127827590e-01,-2.278887644003794663e-02,1.952785663706610997e-01,-3.426683843205204083e-02,4.224051535129547119e-01
-3.280164620347403304e-01,-7.518874547850333823e-01,-5.581448316389536757e-01,-7.963715713820830253e-03,1.971846260642651782e-01,-7.804707713529439317e-02,5.197985768318176270e-01
-5.735643446137370649e-01,-5.055969397463044857e-01,-5.401370755996446338e-01,3.281444126077388834e-02,2.451677815804963884e-02,4.205796661654268714e-02,1.174954622983932495e-01
-5.677394871446169722e-01,-5.032466487306312963e-01,-5.372857141163901451e-01,2.317191439706594441e-02,1.350719530431453673e-02,5.058087165904153609e-02,1.138249859213829041e-01
-5.773725736674875098e-01,-4.941158828781050949e-01,-5.453181029368500132e-01,7.182695610131197526e-03,5.414135282611152837e-03,2.001743082755481559e-02,8.206839114427566528e-02
-5.893391132393828169e-01,-5.042789668010552173e-01,-5.152309314118029837e-01,1.184034960328021920e-02,3.845361399570380954e-03,3.652915531946031996e-02,1.043632030487060547e-01
-5.766580978515274403e-01,-5.068770528862934777e-01,-5.207625888506360878e-01,8.604935337084515870e-03,6.348853380955687790e-03,3.394099957419947217e-02,8.883854746818542480e-02
-5.669207937545412967e-01,-5.211798871166313241e-01,-5.192443402896236293e-01,1.328747077408149770e-02,5.608208555211629219e-03,1.875423374703266699e-02,6.215867772698402405e-02
