sxx,syy,szz,sxy,sxz,syz,smises
-1.255316494420309625e-01,-4.527599777481861598e-01,-3.834910627314569442e-01,-3.571663934779849281e-02,5.029822253061281417e-02,-9.466147708279732884e-03,3.176403641700744629e-01
-1.191728706390239589e-01,-3.989761940442997923e-01,-4.437423164328602176e-01,-1.020508879514442878e-03,5.082766369615304355e-03,5.517863253913683069e-03,3.049452006816864014e-01
-1.443950873692669279e-01,-3.947456012093050748e-01,-4.017817591692880441e-01,-1.258278533484109146e-03,2.490148223751623840e-02,1.776452057902194303e-03,2.576060295104980469e-01
-1.227936977330259527e-01,-5.417294115428189505e-01,-4.641671343192435573e-01,-3.297762225336498682e-02,3.902353871017175124e-02,5.016433192085290038e-02,4.054749011993408203e-01
-1.140955397840335839e-01,-3.998071993604406793e-01,-3.476042775023324150e-01,-3.885041529753090889e-03,8.347349624364221177e-02,-2.613195977979889881e-02,3.040373325347900391e-01
-1.225349862277149149e-01,-5.573137955046336689e-01,-3.904429636149688854e-01,-6.561687011839617903e-03,8.444018176828221867e-02,-6.597510148410995479e-02,4.229708313941955566e-01
-1.053469195827937410e-01,-3.335797030546393538e-01,-3.576178701503067714e-01,2.246801737056321885e-02,1.629798041395766339e-02,2.769943945432370991e-02,2.505342662334442139e-01
-1.084322211947446601e-01,-3.175679123421865091e-01,-3.449404421683062161e-01,1.573721369623869853e-02,9.011365413413480879e-03,3.761516970909156710e-02,2.354630827903747559e-01
-1.179539122899774806e-01,-3.151800983303700843e-01,-3.546451611119152414e-01,5.334854834349790631e-03,5.311012954576911811e-03,1.608669290538181779e-02,2.217781543731689453e-01
-1.144689480421703098e-01,-3.153627001303391797e-01,-3.212010987876980916e-01,6.040157935802322776e-03,6.487883857504076271e-03,2.798124930883386444e-02,2.101186960935592651e-01
-1.114639188262817049e-01,-3.162019488647277998e-01,-3.264154204088780542e-01,2.827325822404471237e-03,4.000733496609143805e-03,2.567739028565528200e-02,2.148558795452117920e-01
-1.054234044876636578e-01,-3.339012575632570590e-01,-3.295617131875779870e-01,1.067697579926142615e-02,5.658990896861960593e-03,1.317542718693932337e-02,2.284476161003112793e-01
-1.075118716864164325e-01,-3.084470158674913476e-01,-3.295203213542121645e-01,2.655542466305814593e-03,6.659036133610130893e-03,1.208744173436369224e-02,2.136489748954772949e-01
-8.727392491036414790e-02,-3.306895869635498864e-01,-3.576630328087236355e-01,-1.288754253564631733e-02,-1.140165006604162631e-02,1.003600475283491188e-02,2.602593600749969482e-01
-8.854787908631558957e-02,-3.773644735331974642e-01,-3.580072108331592839e-01,-1.840258064502980429e-03,7.325765866915702994e-03,2.377883252524327744e-03,2.799770534038543701e-01
-8.864267942748285667e-02,-3.325734826737828387e-01,-3.375091327410968400e-01,-2.276843559498624783e-02,-2.107158769118502514e-02,2.443871677091642367e-02,2.557528913021087646e-01
-9.211162057142208148e-02,-3.151081034269010983e-01,-3.473334122232454302e-01,-1.568161131724181423e-02,-1.844272356696892434e-02,1.998384853007184603e-02,2.467959374189376831e-01
-9.613106422872663703e-02,-3.495657856257441964e-01,-3.494950839564961442e-01,-2.998437847540036394e-02,-2.665620002351967721e-02,1.610389600022928483e-02,2.642311453819274902e-01
-8.881421725063776140e-02,-3.300888149983778885e-01,-3.555812612852123911e-01,-1.323289782401923520e-02,-1.099927966978078361e-02,9.175913339946571712e-03,2.572058439254760742e-01
-9.076442949432073082e-02,-3.252882590843798050e-01,-3.679662068263139796e-01,-1.756180743206566322e-02,-9.352031193620463645e-03,3.086368672850571190e-02,2.662276625633239746e-01
-8.331671584896294114e-02,-3.593018490952604171e-01,-3.591523374865491225e-01,-9.554516824156647319e-04,-8.954604429042855619e-04,-6.666159127307922727e-04,2.759221494197845459e-01
-9.177484623562801036e-02,-3.447994054722278712e-01,-3.562198250614118100e-01,-2.140701825336706332e-02,-1.814447584946362463e-02,1.432351019768549061e-02,2.646118700504302979e-01
-9.227741279309398248e-02,-3.507095840327423830e-01,-3.614466628334159215e-01,-3.074665744992484753e-02,-1.792032473985945978e-02,3.181600416437607021e-02,2.766107916831970215e-01
-9.360248158490511172e-02,-3.402893823552919916e-01,-3.605730541579312831e-01,-1.067215380507833579e-02,-1.152390162611591738e-02,6.656928023670752315e-03,2.591188848018646240e-01
-9.709776658416452433e-02,-3.373436103153748533e-01,-3.342950530834275513e-01,-1.948428225751807491e-02,-1.750599959484550050e-02,3.430037860561527263e-02,2.501655220985412598e-01
-9.910207342046412071e-02,-3.311279009325347467e-01,-3.574012410268962991e-01,-1.433557411183970787e-02,-9.303435684922162913e-03,1.395747960013865238e-02,2.491645812988281250e-01
-9.133230555385696281e-02,-3.370563266451114259e-01,-3.429765612024816557e-01,-1.036827003055771322e-02,-9.463542393004049577e-03,1.017033102345701878e-02,2.505425512790679932e-01
-9.484986494005887003e-02,-3.208587073191236372e-01,-3.278995618383159227e-01,-1.743234570593747701e-02,-1.738984008998643860e-02,2.418566674367268743e-02,2.372647970914840698e-01
-9.699179061195273288e-02,-3.231146506655631079e-01,-3.568475865442620187e-01,-1.985988437407794002e-02,-1.866095261338137842e-02,1.942220759485403098e-02,2.515091598033905029e-01
-8.826278312075641619e-02,-3.681351721496741169e-01,-3.431763476104470190e-01,3.755443611259926158e-03,-1.384027801370451248e-02,3.301721439341560611e-03,2.694733440876007080e-01
-9.569560359094833601e-02,-3.800720438427919179e-01,-3.131213982172657007e-01,6.759523387684382781e-03,-3.465193372508244829e-02,-8.958769898780610808e-03,2.651288211345672607e-01
-9.847724136859326016e-02,-3.773909614701385640e-01,-3.665054405761777323e-01,6.445636433750177733e-04,-2.250805237104015061e-02,-3.377837325892283932e-03,2.764607667922973633e-01
-1.026807472622362771e-01,-3.649774498648153953e-01,-3.630667627111180407e-01,-2.833275957326521124e-03,1.275189154976283032e-03,1.730876055266329389e-03,2.614191770553588867e-01
-1.097408976746554465e-01,-3.681355721714993923e-01,-3.711679139724110010e-01,1.311274119083833149e-03,6.244384151576264953e-03,1.979771976115627958e-03,2.601815462112426758e-01
-1.037937370005431459e-01,-3.793362744219256344e-01,-3.723310416786161925e-01,-1.374415829749167520e-03,-1.129136102158643899e-02,-3.279678814311052463e-03,2.728790044784545898e-01
-8.943797658724189636e-02,-3.814339067827171581e-01,-3.003236747656963246e-01,-8.080202926917044726e-03,-4.635416740081505643e-02,1.001021042735956122e-02,2.740423977375030518e-01
-1.148203209511422518e-01,-3.945166833850630161e-01,-3.684992883311237755e-01,-9.539471588945904303e-04,-4.646655940073064067e-03,5.133599157800955437e-03,2.679114639759063721e-01
-9.771758365836805127e-02,-3.910613888877634836e-01,-3.393088289282600312e-01,-8.409612497364517963e-03,-3.471079438978814935e-02,1.101101181918230296e-02,2.788154184818267822e-01
-1.128839021147629573e-01,-3.190252613948634242e-01,-3.151231634436655882e-01,-1.998186682939689061e-03,1.139457702321516669e-03,-1.625624651087511502e-02,2.061886787414550781e-01
-1.126176113360377595e-01,-3.300205651835151910e-01,-3.223614075016492109e-01,-2.158737773963056820e-03,5.401068339769826828e-04,-4.417896359021794214e-03,2.138480544090270996e-01
-1.080799168991708470e-01,-3.345732012905937580e-01,-3.087163795534543231e-01,-4.559778102461803373e-03,3.403312068931066501e-03,-1.028905251232523077e-02,2.156991064548492432e-01
-1.078201151042758599e-01,-3.748014022819248781e-01,-3.991092591932224876e-01,4.519769203606556832e-03,2.393853833960922928e-03,-9.829305485484423482e-03,2.805849909782409668e-01
-1.110490659033537969e-01,-3.828832503255484854e-01,-2.079816766497877001e-01,3.855105173593534676e-03,-2.086066315951982247e-02,-1.566587084878943992e-02,2.429537028074264526e-01
-9.975852465919013423e-02,-3.869767567186690460e-01,-4.399353399992581570e-01,2.564465882528832799e-02,4.925666879118299410e-03,7.717219318548084600e-03,3.205214440822601318e-01
-8.352706316903232842e-02,-3.595968303960780377e-01,-3.600567725420284471e-01,-1.240792876350696331e-03,-1.065709571136864552e-03,-9.508734353045362065e-04,2.763194441795349121e-01
-1.183912315846475660e-01,-3.653361710381698990e-01,-5.116609066847530585e-01,5.159163739036688040e-02,2.912754884271237521e-02,4.243051350454724556e-04,3.592461049556732178e-01
-1.063022250228853882e-01,-3.313482884389918337e-01,-4.030918427904879309e-01,4.601536188746359335e-02,3.000988230992833461e-02,3.354785405446707169e-02,2.904632091522216797e-01
-1.205026587273054228e-01,-2.674304277556494580e-01,-3.650642019064897492e-01,5.785615109433791051e-03,-4.036389045388353268e-03,6.035073682925617272e-02,2.377838641405105591e-01
