sxx,syy,szz,sxy,sxz,syz,smises
2.995971468159826512e-01,8.220991058872044732e-01,7.233531855619725892e-01,7.173009058661330983e-02,-1.437986993995977458e-01,2.560981891831992305e-02,5.573163628578186035e-01
2.603120630076137254e-01,7.560166730211289599e-01,8.173047694087171022e-01,1.239308008933796834e-02,-8.894364900361710624e-02,-6.264808342525895850e-03,5.515174865722656250e-01
4.018153378853827062e-01,7.665813863941011164e-01,7.636502047513699099e-01,3.384170221807330462e-03,-8.835718357066146833e-02,-3.037714501745517482e-03,3.943053185939788818e-01
2.980327199806395710e-01,9.164616473624598303e-01,8.149443408093642871e-01,6.646384966461654775e-02,-1.220762118075660041e-01,-6.672912178702844477e-02,6.334803104400634766e-01
4.002537577446882988e-01,7.561159799987307029e-01,6.658780799722946453e-01,2.834133227300495578e-02,-2.480015381281721887e-01,4.504413805394868325e-02,5.437641739845275879e-01
3.925566279082642884e-01,9.380703488714838834e-01,6.893596162170455566e-01,-3.416288255577868294e-03,-2.397262689219127885e-01,9.766978135288048590e-02,6.517870426177978516e-01
6.981641858805939238e-01,6.021005502314246138e-01,6.528406232935658471e-01,-4.399917574621391853e-02,-3.251949457067199872e-02,-5.591271114263883513e-02,1.590205281972885132e-01
6.801533017577097162e-01,5.882568570427685328e-01,6.384985082723443339e-01,-3.221142537235115177e-02,-1.835464085401290399e-02,-6.758896666334608672e-02,1.555003672838211060e-01
7.015446531220139725e-01,5.850346764517192488e-01,6.541628277251912982e-01,-9.420028593687056542e-03,-8.088653528986335106e-03,-2.772431956353945889e-02,1.143134310841560364e-01
7.099419502032799922e-01,5.893873453290746633e-01,6.045717958401448655e-01,-1.511698937615899366e-02,-5.542188430573846518e-03,-4.984796149146165228e-02,1.454840153455734253e-01
6.883284533384709247e-01,5.883023870706475256e-01,6.085632518024383097e-01,-1.183628723037261597e-02,-8.308265844748431370e-03,-4.739554312615188586e-02,1.255208700895309448e-01
6.777915440604016517e-01,6.136130389355125558e-01,6.101519432229637330e-01,-1.883271371390110235e-02,-8.083458417083546482e-03,-2.573384808948458655e-02,8.717637509107589722e-02
6.747169507679515732e-01,5.780382560524366387e-01,6.150840973166169512e-01,-6.979272046621142617e-03,-1.231117406201384136e-02,-2.175057474306987121e-02,9.569592028856277466e-02
6.261806646660988962e-01,5.840338532526633264e-01,6.578065904940515463e-01,3.787578191003908995e-02,2.476221237074118647e-02,-2.771405459429124654e-02,1.120576485991477966e-01
6.290351830184505166e-01,6.940953803351685991e-01,6.078642924707138295e-01,4.776438191023748940e-03,-2.145098336730198382e-02,1.411202048036018595e-03,8.667912334203720093e-02
6.155835741570880870e-01,6.082304905276944007e-01,6.132018085953213626e-01,6.237807039297913608e-02,5.386906267574270019e-02,-6.352205256684839707e-02,1.803498864173889160e-01
6.407194713944397435e-01,5.721001318453908802e-01,6.396013844096236634e-01,5.027700633518725204e-02,3.896061835548107755e-02,-4.985483309057613110e-02,1.556495279073715210e-01
6.085734668409535919e-01,6.311963172512071729e-01,6.329091964246741364e-01,5.957185457389056055e-02,5.766521590999460628e-02,-4.245782951854479292e-02,1.630451679229736328e-01
6.222000890672402251e-01,5.869745700533252064e-01,6.545884391561993532e-01,3.868765279095900261e-02,2.833981574506533666e-02,-2.987470590339703219e-02,1.140520572662353516e-01
6.709563559406865885e-01,5.711337741471588236e-01,6.763189266397243715e-01,8.553745391939887588e-02,5.716245769652512215e-02,-7.387696346816635673e-02,2.421871870756149292e-01
6.226433096044752258e-01,6.290695053916381951e-01,6.452709398219378389e-01,2.966645263965313976e-03,3.142704860409887505e-03,-4.357626519258674114e-03,2.282313629984855652e-02
6.213158620035227342e-01,6.218939799353825348e-01,6.601252408413121886e-01,5.848783275891229760e-02,4.647599256680329943e-02,-4.414402223588901469e-02,1.551537364721298218e-01
5.497030008911260035e-01,6.250860383212603066e-01,6.497488368828407967e-01,6.946657618691755298e-02,1.095891044639738660e-01,-8.174976618713827858e-02,2.805444896221160889e-01
6.392059897741779739e-01,6.055726716526301789e-01,6.606843140269839099e-01,2.636613680741756172e-02,2.137075613568214030e-02,-2.076824349949886114e-02,8.405065536499023438e-02
6.668055247095395766e-01,6.219108075453091411e-01,6.176821818528006602e-01,4.026626138440183439e-02,3.268123952592504738e-02,-6.711503846506809701e-02,1.542882025241851807e-01
6.368759777500422326e-01,5.839632191137559269e-01,6.503540296710571544e-01,4.768188755715335042e-02,3.402522955521940229e-02,-3.966979257672100662e-02,1.367826461791992188e-01
6.369417616927313119e-01,6.032105599310296773e-01,6.228604721072789063e-01,2.559165043846923712e-02,2.577516713626073694e-02,-2.807912353028212821e-02,8.476015925407409668e-02
