sxx,syy,szz,sxy,sxz,syz,smises
-1.036868568003280477e-01,-3.603541884212092539e-01,1.608161589158168259e-01,-4.542491836776889336e-02,-1.102761396267762026e-02,-1.674329363519296010e-02,4.594838023185729980e-01
-8.900015385965870385e-02,-3.120401483141668209e-01,2.339313997510170384e-01,-5.075176254837701975e-03,4.041150483037079383e-02,3.176663338116485907e-03,4.806922972202301025e-01
-1.431930943070720552e-01,-3.436683106600045279e-01,1.774879272179141210e-01,-5.638327093692740467e-04,-6.904610009354675282e-03,8.849166220450383966e-03,4.557346999645233154e-01
-1.090122438248821712e-01,-4.179917404087473143e-01,2.212624010845515299e-01,-2.658006409648482407e-02,1.538514480317348943e-02,-3.796693516774229948e-02,5.601355433464050293e-01
-1.369505435694599593e-01,-3.295812011373293604e-01,1.572776572790807736e-01,-1.954125091314363322e-02,-1.969956651018284904e-02,8.707382873001823231e-03,4.276580810546875000e-01
-1.488181238764300640e-01,-4.460340932758458110e-01,1.592151258971239991e-01,-1.882049340055522157e-02,-8.913045213812212375e-03,2.480490772377280662e-02,5.271821618080139160e-01
-3.217242886961066417e-01,-2.947731659285497408e-01,1.649480864692909887e-01,1.487082833565880717e-02,6.176180145389292483e-03,2.207542096834446202e-02,4.761300683021545410e-01
-3.056470052369000268e-01,-2.928528314340911320e-01,1.583411356459527852e-01,1.024037565448132799e-02,9.353568452527136895e-03,1.667779306209735482e-02,4.592644572257995605e-01
-3.130742491392008997e-01,-2.903028070603138056e-01,1.688602798621369749e-01,1.354845316852797609e-03,7.681384031854219217e-03,6.427936665185029867e-03,4.712871313095092773e-01
-3.113715411313128234e-01,-2.969184056771759783e-01,1.577705712151626360e-01,-6.358649169705067779e-04,1.425865183698220816e-03,-2.937656644496226648e-03,4.621210396289825439e-01
-3.010281534383000279e-01,-2.946608670377817152e-01,1.586271465464630104e-01,-3.716540712176699505e-03,4.214189132300353961e-03,-5.230579467185033672e-03,4.566985666751861572e-01
-3.018596603725001160e-01,-3.057750663376557765e-01,1.576479817954231366e-01,2.691022885195644594e-03,4.435304963723086732e-03,4.178019260042212420e-03,4.616219997406005859e-01
-2.987747440053359349e-01,-2.872710620918701441e-01,1.591453738435300580e-01,5.285317463221922505e-04,2.344488941703548081e-03,1.579148203018413549e-03,4.523054361343383789e-01
